ID,Time,Temp,Dew,RH,Wind Direction,Wind Speed,Weather,Clouds,Visibility
VOHS,20251231 2130Z,63,61,94,120,5,BR BR,,1.24
VOHS,20251231 2100Z,63,61,94,120,5,BR,,1.86
VOHS,20251231 2030Z,63,61,94,90,5,BR,,1.86
VOHS,20251231 2000Z,63,61,94,90,5,BR,,1.86
VOHS,20251231 1930Z,63,59,88,140,5,BR,,1.86
VOHS,20251231 1900Z,63,61,94,140,5,BR,,1.86
VOHS,20251231 1830Z,64,61,88,140,5,BR,,1.86
VOHS,20251231 1800Z,64,61,88,140,5,BR,,1.86
VOHS,20251231 1730Z,64,61,88,140,5,BR,,1.86
VOHS,20251231 1700Z,64,61,88,140,5,BR,,1.86
VOHS,20251231 1630Z,64,61,88,140,5,BR,,1.86
VOHS,20251231 1600Z,66,59,78,140,5,BR,,1.86
VOHS,20251231 1530Z,68,61,78,140,5,BR,,1.86
VOHS,20251231 1500Z,68,61,78,140,5,HZ BR,,3.11
VOHS,20251231 1430Z,70,61,73,140,5,HZ,,3.11
VOHS,20251231 1400Z,70,61,73,140,5,HZ,,3.11
VOHS,20251231 1330Z,73,61,65,140,5,HZ,,3.11
VOHS,20251231 1300Z,73,59,61,100,5,HZ,,3.11
VOHS,20251231 1230Z,75,61,61,100,7,HZ,,3.11
VOHS,20251231 1200Z,77,59,54,100,7,HZ,,3.11
VOHS,20251231 1130Z,82,45,27,VRB,3,HZ,,3.11
VOHS,20251231 1100Z,82,46,28,220,7,HZ,,3.11
VOHS,20251231 1030Z,82,45,27,250,7,HZ,,3.11
VOHS,20251231 1000Z,82,48,30,250,7,HZ,,3.11
VOHS,20251231 0930Z,82,50,32,250,6,HZ,,3.11
VOHS,20251231 0900Z,82,52,35,250,5,HZ,,3.11
VOHS,20251231 0830Z,82,52,35,230,5,HZ,,3.11
VOHS,20251231 0800Z,82,52,35,230,8,HZ,,3.11
VOHS,20251231 0730Z,81,52,37,280,5,HZ,,3.11
VOHS,20251231 0700Z,81,52,37,310,5,HZ,,3.11
VOHS,20251231 0630Z,79,52,39,300,5,HZ,,3.11
VOHS,20251231 0600Z,79,52,39,250,5,HZ,,3.11
VOHS,20251231 0530Z,77,54,44,290,5,BR HZ,,1.86
VOHS,20251231 0500Z,75,55,50,VRB,3,BR,,1.86
VOHS,20251231 0430Z,75,55,50,VRB,4,BR,,1.86
VOHS,20251231 0400Z,72,61,69,VRB,4,BR BR,,1.24
VOHS,20251231 0330Z,70,61,73,VRB,4,BR,,1.24
VOHS,20251231 0300Z,63,61,94,VRB,4,BR,,1.12
VOHS,20251231 0230Z,61,59,94,VRB,4,BR,,0.93
VOHS,20251231 0200Z,55,55,100,VRB,4,BR BR,,0.93
VOHS,20251231 0130Z,55,55,100,VRB,4,MIFG,,0.75
VOHS,20251231 0100Z,55,55,100,VRB,4,MIFG,,0.62
VOHS,20251231 0030Z,55,54,94,VRB,4,BR MIFG,FEW010,0.93
VOHS,20251231 0000Z,55,55,100,VRB,4,BR,,1.24
VOHS,20251230 2330Z,57,55,94,VRB,4,BR,,1.55
VOHS,20251230 2300Z,59,55,88,VRB,4,BR,,1.55
VOHS,20251230 2230Z,59,55,88,VRB,4,BR,,1.86
VOHS,20251230 2200Z,59,55,88,VRB,4,BR,,1.86
VOHS,20251230 2130Z,61,57,88,140,5,BR,,1.86
VOHS,20251230 2100Z,63,57,82,140,5,HZ,,2.48
VOHS,20251230 2030Z,61,57,88,140,5,HZ,,2.48
VOHS,20251230 2000Z,61,55,82,140,5,HZ,,2.48
VOHS,20251230 1930Z,63,55,77,140,5,HZ,,2.48
VOHS,20251230 1900Z,63,55,77,150,5,HZ,,2.48
VOHS,20251230 1830Z,64,55,73,140,5,HZ,,2.48
VOHS,20251230 1800Z,63,55,77,120,5,HZ,,2.48
VOHS,20251230 1730Z,63,55,77,140,5,HZ,,2.48
VOHS,20251230 1700Z,63,55,77,110,5,HZ,,2.48
VOHS,20251230 1630Z,64,55,73,90,5,HZ,,2.48
VOHS,20251230 1600Z,64,54,68,110,5,HZ,,2.48
VOHS,20251230 1530Z,66,52,60,100,5,HZ,,2.48
VOHS,20251230 1500Z,68,54,60,140,5,HZ,,2.48
VOHS,20251230 1430Z,68,52,56,130,5,HZ,,3.11
VOHS,20251230 1400Z,70,52,53,130,5,HZ,,3.11
VOHS,20251230 1330Z,70,50,49,100,5,HZ,,3.11
VOHS,20251230 1300Z,73,46,38,50,4,HZ,,3.11
VOHS,20251230 1230Z,75,45,34,30,5,HZ,,3.11
VOHS,20251230 1200Z,77,46,34,50,4,HZ,,3.11
VOHS,20251230 1130Z,79,46,32,90,4,HZ,,3.11
VOHS,20251230 1100Z,81,46,30,VRB,4,HZ,,3.11
VOHS,20251230 1030Z,81,46,30,VRB,4,HZ,,3.11
VOHS,20251230 1000Z,81,46,30,VRB,4,HZ,,3.11
VOHS,20251230 0930Z,82,45,27,VRB,4,HZ,,3.11
VOHS,20251230 0900Z,81,46,30,VRB,4,HZ,,3.11
VOHS,20251230 0830Z,81,45,28,VRB,4,HZ,,3.11
VOHS,20251230 0800Z,81,45,28,VRB,4,HZ,,3.11
VOHS,20251230 0730Z,79,46,32,VRB,4,HZ,,3.11
VOHS,20251230 0700Z,77,48,36,VRB,4,HZ,,3.11
VOHS,20251230 0630Z,77,48,36,VRB,4,HZ,,3.11
VOHS,20251230 0600Z,75,48,38,60,3,HZ,,3.11
VOHS,20251230 0530Z,75,50,41,40,4,HZ,,3.11
VOHS,20251230 0500Z,73,52,47,70,5,HZ,,3.11
VOHS,20251230 0430Z,72,52,50,70,5,HZ,,3.11
VOHS,20251230 0400Z,72,52,50,70,5,HZ HZ,,1.86
VOHS,20251230 0330Z,68,54,60,VRB,4,HZ HZ,,1.24
VOHS,20251230 0300Z,61,59,94,VRB,4,BR,,0.93
VOHS,20251230 0230Z,57,57,100,VRB,4,BR BR,,0.62
VOHS,20251230 0200Z,54,52,94,VRB,4,BR,,0.62
VOHS,20251230 0130Z,52,52,100,VRB,4,BR,,0.62
VOHS,20251230 0100Z,52,52,100,VRB,4,BR,,0.93
VOHS,20251230 0030Z,57,54,88,VRB,4,BR,,1.24
VOHS,20251230 0000Z,57,54,88,VRB,4,BR,,1.24
VOHS,20251229 2330Z,59,54,82,VRB,3,BR,,1.86
VOHS,20251229 2300Z,59,54,82,70,3,BR,,1.86
VOHS,20251229 2230Z,61,55,82,70,3,BR,,1.86
VOHS,20251229 2200Z,57,55,94,50,5,BR,,1.86
VOHS,20251229 2100Z,57,54,88,30,5,BR,,1.86
VOHS,20251229 2030Z,57,54,88,150,5,BR,,1.86
VOHS,20251229 2000Z,57,54,88,150,5,BR,,1.86
VOHS,20251229 1930Z,59,55,88,150,5,BR,,1.86
VOHS,20251229 1900Z,61,55,82,150,5,BR,,1.86
VOHS,20251229 1830Z,61,55,82,150,5,HZ,,3.11
VOHS,20251229 1800Z,63,55,77,150,5,HZ BR,,3.11
VOHS,20251229 1730Z,61,55,82,150,5,HZ,,3.11
VOHS,20251229 1700Z,63,55,77,150,5,HZ,,3.11
VOHS,20251229 1630Z,63,55,77,150,5,HZ,,3.11
VOHS,20251229 1600Z,63,55,77,150,5,HZ,,3.11
VOHS,20251229 1530Z,64,55,73,150,5,HZ,,3.11
VOHS,20251229 1500Z,64,55,73,120,6,HZ,,3.11
VOHS,20251229 1430Z,66,55,68,120,6,HZ,,3.11
VOHS,20251229 1400Z,66,54,64,120,5,HZ,,3.11
VOHS,20251229 1330Z,70,52,53,100,5,HZ,,3.11
VOHS,20251229 1300Z,70,52,53,90,5,HZ,,3.11
VOHS,20251229 1230Z,73,54,50,70,9,HZ,,3.11
VOHS,20251229 1200Z,73,54,50,70,8,HZ,,3.11
VOHS,20251229 1130Z,75,54,47,50,8,HZ,,3.11
VOHS,20251229 1100Z,77,54,44,60,6,HZ,,3.11
VOHS,20251229 1030Z,79,54,42,100,6,HZ,,3.11
VOHS,20251229 1000Z,77,54,44,100,8,HZ,,3.11
VOHS,20251229 0900Z,77,52,41,50,5,HZ,,3.11
VOHS,20251229 0830Z,77,54,44,60,9,HZ,,3.11
VOHS,20251229 0800Z,75,54,47,80,8,HZ,,3.11
VOHS,20251229 0530Z,73,54,50,100,9,HZ,,2.48
VOHS,20251229 0500Z,70,54,56,100,9,HZ,,2.48
VOHS,20251229 0430Z,70,54,56,110,5,HZ,,2.48
VOHS,20251229 0400Z,68,55,64,110,5,HZ,,1.86
VOHS,20251229 0330Z,64,57,77,VRB,4,BR,,1.24
VOHS,20251229 0300Z,63,57,82,0,0,MIFG,,0.93
VOHS,20251229 0230Z,57,55,94,0,0,MIFG,,0.62
VOHS,20251229 0200Z,55,54,94,0,0,MIFG,,0.5
VOHS,20251229 0130Z,52,52,100,0,0,MIFG FG,,0.5
VOHS,20251229 0100Z,52,52,100,VRB,2,MIFG FG,,0.62
VOHS,20251229 0030Z,52,52,100,VRB,2,BR,,0.99
VOHS,20251229 0000Z,54,54,100,VRB,4,BR,,1.24
VOHS,20251228 2300Z,54,52,94,VRB,2,BR,,1.86
VOHS,20251228 2230Z,54,52,94,VRB,2,BR,,1.86
VOHS,20251228 2200Z,54,52,94,VRB,2,BR,,1.86
VOHS,20251228 2130Z,55,54,94,VRB,4,BR,,1.86
VOHS,20251228 2100Z,57,55,94,0,0,BR BR,,1.86
VOHS,20251228 2030Z,57,55,94,0,0,BR,,1.86
VOHS,20251228 2000Z,59,55,88,100,3,BR,,1.86
VOHS,20251228 1930Z,59,55,88,110,3,BR,,1.86
VOHS,20251228 1900Z,61,55,82,100,3,BR,,2.48
VOHS,20251228 1830Z,59,55,88,100,3,BR,,2.48
VOHS,20251228 1800Z,61,55,82,100,4,BR,,2.48
VOHS,20251228 1730Z,63,55,77,100,4,BR,,2.48
VOHS,20251228 1700Z,64,55,73,60,7,BR,,2.48
VOHS,20251228 1630Z,64,55,73,110,5,BR BR,,3.11
VOHS,20251228 1600Z,63,55,77,110,5,BR,,3.11
VOHS,20251228 1500Z,64,55,73,110,6,HZ,,3.11
VOHS,20251228 1400Z,66,52,60,100,6,HZ,,3.11
VOHS,20251228 1330Z,68,52,56,110,8,HZ,,3.11
VOHS,20251228 1230Z,72,50,46,90,6,HZ,,3.11
VOHS,20251228 1200Z,77,54,44,60,8,HZ,,3.11
VOHS,20251228 1130Z,77,54,44,60,10,HZ,,3.11
