ID,Time,Temp,Dew,RH,Wind Direction,Wind Speed,Weather,Clouds,Visibility
VABB,20251231 0800Z,84,59,43,270,7,FU,,1.86
VABB,20251231 0730Z,84,59,43,270,5,FU,,1.86
VABB,20251231 0700Z,82,57,42,130,3,HZ,,1.86
VABB,20251231 0630Z,82,57,42,0,0,HZ FU,,1.55
VABB,20251231 0600Z,82,57,42,300,4,HZ,,1.55
VABB,20251231 0530Z,82,59,45,20,5,HZ,,1.55
VABB,20251231 0500Z,79,61,54,20,3,HZ,,1.3
VABB,20251231 0430Z,79,61,54,0,0,HZ,,0.93
VABB,20251231 0400Z,77,61,57,170,3,HZ,,0.75
VABB,20251231 0330Z,75,63,65,0,0,BR,,0.75
VABB,20251231 0300Z,72,61,69,110,3,BR,,0.62
VABB,20251231 0230Z,70,63,78,110,4,BR,,0.62
VABB,20251231 0200Z,70,63,78,140,4,BR,,0.75
VABB,20251231 0130Z,70,63,78,140,3,BR,,0.93
VABB,20251231 0100Z,70,61,73,130,5,BR,,1.12
VABB,20251231 0030Z,70,63,78,140,4,BR,,1.12
VABB,20251231 0000Z,72,64,78,140,5,BR,,1.12
VABB,20251230 2330Z,72,64,78,120,6,BR,,1.12
VABB,20251230 2300Z,72,64,78,140,3,BR,,1.3
VABB,20251230 2230Z,70,64,83,90,4,BR,,1.3
VABB,20251230 2200Z,73,64,73,30,3,HZ,,1.3
VABB,20251230 2130Z,73,64,73,30,4,HZ,,1.37
VABB,20251230 2100Z,73,66,78,80,3,HZ,,1.37
VABB,20251230 2030Z,73,66,78,70,3,HZ,,1.37
VABB,20251230 2000Z,73,66,78,50,3,HZ,,1.37
VABB,20251230 1930Z,75,66,74,350,5,HZ,,1.37
VABB,20251230 1900Z,77,68,74,60,7,HZ,,1.37
VABB,20251230 1830Z,75,68,78,40,4,HZ,,1.37
VABB,20251230 1800Z,75,68,78,50,4,HZ,,1.37
VABB,20251230 1730Z,75,66,74,20,4,HZ,,1.37
VABB,20251230 1700Z,75,68,78,20,4,HZ,,1.37
VABB,20251230 1630Z,77,66,69,20,5,HZ,,1.37
VABB,20251230 1600Z,77,66,69,20,6,HZ,,1.37
VABB,20251230 1530Z,77,66,69,340,7,HZ,,1.37
VABB,20251230 1500Z,79,64,61,330,5,HZ,,1.37
VABB,20251230 1430Z,79,64,61,330,5,HZ,,1.3
VABB,20251230 1400Z,79,66,65,320,5,HZ,,1.3
VABB,20251230 1330Z,79,64,61,320,5,HZ,,1.3
VABB,20251230 1300Z,79,64,61,320,6,FU,,1.3
VABB,20251230 1230Z,81,59,48,320,7,FU,,1.3
VABB,20251230 1200Z,81,63,54,290,8,FU,,1.3
VABB,20251230 1130Z,81,61,51,280,8,FU,,1.3
VABB,20251230 1100Z,82,59,45,280,8,FU,,1.3
VABB,20251230 1030Z,84,55,37,250,8,FU,,1.3
VABB,20251230 1000Z,86,54,33,240,10,FU,,1.3
VABB,20251230 0930Z,86,54,33,260,10,FU,,1.3
VABB,20251230 0900Z,86,55,35,250,10,FU,,1.3
VABB,20251230 0830Z,86,52,31,250,11,FU,,1.3
VABB,20251230 0800Z,86,54,33,260,10,FU,,1.3
VABB,20251230 0730Z,86,54,33,190,6,FU,,1.3
VABB,20251230 0700Z,86,52,31,180,4,FU,,1.3
VABB,20251230 0630Z,84,57,40,140,3,FU,,1.12
VABB,20251230 0600Z,82,57,42,150,4,FU,,1.12
VABB,20251230 0530Z,81,55,42,120,7,FU,,1.12
VABB,20251230 0500Z,79,55,45,120,7,FU,,1.12
VABB,20251230 0430Z,77,57,50,110,6,FU,,0.93
VABB,20251230 0400Z,75,57,54,110,6,FU,,0.75
VABB,20251230 0330Z,73,57,57,120,7,FU,,0.75
VABB,20251230 0300Z,72,57,60,110,5,FU,,0.75
VABB,20251230 0230Z,72,57,60,130,5,HZ,,1.12
VABB,20251230 0200Z,70,57,64,110,7,HZ,,1.12
VABB,20251230 0130Z,72,57,60,140,7,HZ,,1.12
VABB,20251230 0100Z,72,57,60,90,4,FU,,1.37
VABB,20251230 0030Z,72,57,60,0,0,FU,,1.37
VABB,20251230 0000Z,73,55,53,170,4,FU,,1.37
VABB,20251229 2330Z,73,57,57,0,0,FU,,1.37
VABB,20251229 2300Z,73,57,57,0,0,FU,,1.37
VABB,20251229 2230Z,70,57,64,0,0,FU,,1.37
VABB,20251229 2200Z,73,59,61,0,0,FU,,1.37
VABB,20251229 2130Z,73,59,61,100,3,FU,,1.37
VABB,20251229 2100Z,73,57,57,100,4,FU,,1.37
VABB,20251229 2030Z,73,57,57,100,3,FU,,1.37
VABB,20251229 2000Z,75,57,54,110,3,FU,,1.55
VABB,20251229 1930Z,75,59,57,150,5,FU,,1.55
VABB,20251229 1900Z,77,59,54,160,4,FU,,1.55
VABB,20251229 1830Z,77,57,50,190,3,FU,,1.55
VABB,20251229 1800Z,77,57,50,60,3,FU,,1.55
VABB,20251229 1730Z,77,61,57,40,4,FU,,1.55
VABB,20251229 1700Z,79,63,58,50,5,FU,,1.55
VABB,20251229 1630Z,77,64,65,20,3,FU,,1.55
VABB,20251229 1600Z,79,64,61,10,5,FU,,1.55
VABB,20251229 1530Z,79,66,65,350,6,FU,,1.55
VABB,20251229 1500Z,81,64,58,360,6,FU,,1.55
VABB,20251229 1430Z,79,64,61,320,5,FU,,1.55
VABB,20251229 1400Z,81,64,58,310,6,FU,,1.55
VABB,20251229 1330Z,81,64,58,310,5,FU,,1.55
VABB,20251229 1300Z,82,59,45,310,6,FU,,1.55
VABB,20251229 1230Z,82,59,45,300,7,FU,,1.55
VABB,20251229 1200Z,84,55,37,280,8,FU,,1.86
VABB,20251229 1130Z,86,52,31,280,8,FU,,1.86
VABB,20251229 1100Z,86,52,31,280,8,FU,,1.86
VABB,20251229 1030Z,86,52,31,290,9,FU,,1.86
VABB,20251229 1000Z,86,57,38,280,8,FU,,1.86
VABB,20251229 0930Z,88,52,29,280,9,FU,,1.86
VABB,20251229 0900Z,90,48,24,210,5,FU,,1.86
VABB,20251229 0830Z,88,48,26,80,5,FU,,1.86
VABB,20251229 0800Z,88,48,26,220,6,FU,,1.86
VABB,20251229 0730Z,86,48,27,130,6,FU FU,,1.55
VABB,20251229 0700Z,86,52,31,110,8,FU,,1.55
VABB,20251229 0630Z,84,54,35,100,7,FU,,1.55
VABB,20251229 0600Z,84,54,35,100,8,FU,,1.3
VABB,20251229 0530Z,82,54,37,100,7,FU,,1.3
VABB,20251229 0500Z,81,52,37,120,7,FU,,1.3
VABB,20251229 0430Z,79,54,42,100,5,FU,,1.12
VABB,20251229 0400Z,79,54,42,110,7,FU,,1.12
VABB,20251229 0330Z,77,55,47,100,4,FU,,1.12
VABB,20251229 0300Z,75,57,54,120,4,FU,,1.12
VABB,20251229 0230Z,73,57,57,130,4,FU,,1.12
VABB,20251229 0200Z,73,57,57,130,4,HZ,,1.3
VABB,20251229 0130Z,72,57,60,100,4,HZ,,1.3
VABB,20251229 0100Z,72,59,65,0,0,HZ,,1.55
VABB,20251229 0030Z,72,59,65,100,6,HZ,,1.55
VABB,20251229 0000Z,72,59,65,120,4,HZ,,1.55
VABB,20251228 2330Z,73,59,61,170,3,HZ,,1.55
VABB,20251228 2300Z,73,59,61,140,5,HZ,,1.55
VABB,20251228 2230Z,72,59,65,130,3,HZ,,1.55
VABB,20251228 2200Z,72,59,65,120,4,HZ,,1.55
VABB,20251228 2130Z,73,59,61,0,0,FU,,1.55
VABB,20251228 2100Z,73,59,61,50,3,FU,,1.55
VABB,20251228 2030Z,75,57,54,100,6,FU,,1.55
VABB,20251228 2000Z,75,57,54,110,5,FU,,1.55
VABB,20251228 1930Z,77,55,47,120,4,FU,,1.55
VABB,20251228 1900Z,77,55,47,150,5,FU,,1.55
VABB,20251228 1830Z,77,57,50,150,5,FU,,1.55
VABB,20251228 1800Z,77,55,47,170,4,FU,,1.55
VABB,20251228 1730Z,79,54,42,0,0,FU,,1.55
VABB,20251228 1700Z,79,57,48,40,5,FU,,1.55
VABB,20251228 1630Z,79,59,51,40,5,FU,,1.55
VABB,20251228 1600Z,79,59,51,30,3,FU,,1.55
VABB,20251228 1530Z,79,61,54,20,4,FU,,1.55
VABB,20251228 1500Z,81,61,51,10,6,FU,,1.55
VABB,20251228 1430Z,81,63,54,330,4,FU,,1.55
VABB,20251228 1400Z,81,63,54,340,4,FU,,1.55
VABB,20251228 1330Z,81,59,48,320,4,FU,,1.55
VABB,20251228 1300Z,82,59,45,290,6,FU,,1.55
VABB,20251228 1230Z,82,55,40,310,6,FU,,1.55
